id,channel,sku_id,qty,amount_usd,status,promo_code,customer_email,placed_at
ORD-100140,dtc,KRAK-01,1,129,shipped,,aisha.anderson@example.com,-40975
ORD-100141,dtc,SWAN-XL,1,89,shipped,,kitty.flores@example.com,-40992
ORD-100142,dtc,DONUT-2,1,59,shipped,,deshawn.scott@example.com,-41173
ORD-100143,dtc,KIT-HEL,1,34,shipped,,pearl.okaforreyes@example.com,-41195
ORD-100144,dtc,SWAN-XL,1,89,shipped,,nadia.anderson@example.com,-40653
ORD-100145,dtc,SWAN-XL,1,89,shipped,,linda.green@example.com,-40514
ORD-100146,dtc,SWAN-XL,1,89,shipped,,tina.adams@example.com,-40452
ORD-100147,dtc,SWAN-XL,1,89,shipped,,vera.nowak@example.com,-40694
ORD-100148,dtc,DONUT-2,1,59,shipped,,rosa.womack@example.com,-40844
ORD-100149,dtc,SWAN-XL,1,89,shipped,,wes.jackson@example.com,-41304
ORD-100150,dtc,SWAN-XL,1,89,shipped,,mabel.wilson@example.com,-41321
ORD-100151,dtc,UNIC-01,1,79,shipped,,bettye.nowak@example.com,-40702
ORD-100152,dtc,UNIC-01,1,79,shipped,,chen.smith@example.com,-41089
ORD-100153,dtc,PIZZ-XL,1,49,shipped,,zoe.garcia@example.com,-40585
ORD-100154,dtc,SWAN-XL,1,89,shipped,,harriet.moore@example.com,-40562
ORD-100155,dtc,PIZZ-XL,1,49,shipped,,dolores.jackson@example.com,-40607
ORD-100156,dtc,SWAN-XL,1,89,shipped,,lamar.womack@example.com,-41017
ORD-100157,dtc,KIT-HEL,1,34,shipped,,paloma.kim@example.com,-40896
ORD-100158,dtc,SWAN-XL,1,89,shipped,,nadia.hill@example.com,-40385
ORD-100159,dtc,SWAN-XL,1,89,shipped,,zoe.allen@example.com,-40958
ORD-100160,dtc,SWAN-XL,1,89,shipped,,paloma.white@example.com,-40476
ORD-100161,dtc,SWAN-XL,1,89,shipped,,priya.robinson@example.com,-40883
ORD-100162,dtc,SWAN-XL,1,89,shipped,,dolores.ramirez@example.com,-40973
ORD-100163,dtc,PIZZ-XL,1,49,shipped,,quinn.patel@example.com,-40991
ORD-100164,dtc,KIT-HEL,2,68,shipped,,keiko.martin@example.com,-40877
ORD-100165,dtc,UNIC-01,1,79,shipped,,pearl.hernandez@example.com,-40558
ORD-100166,dtc,PIZZ-XL,1,49,shipped,,gus.lopez@example.com,-40956
ORD-100167,dtc,UNIC-01,1,79,shipped,,omar.ramirez@example.com,-40545
ORD-100168,dtc,UNIC-01,4,316,shipped,,quinn.brown@example.com,-41010
ORD-100169,dtc,KIT-HEL,1,34,shipped,,flo.okaforreyes@example.com,-40739
ORD-100170,dtc,UNIC-01,1,79,shipped,,arthur.patel@example.com,-40862
ORD-100171,dtc,SWAN-XL,3,267,shipped,,tina.walker@example.com,-41274
ORD-100172,dtc,KIT-HEL,1,34,shipped,,ximena.miller@example.com,-40629
ORD-100173,dtc,SWAN-XL,1,89,shipped,,greg.alsayed@example.com,-40973
ORD-100174,dtc,PIZZ-XL,1,49,shipped,,vera.patel@example.com,-40575
ORD-100175,dtc,KIT-HEL,1,34,shipped,,pearl.torres@example.com,-40747
ORD-100176,dtc,SWAN-XL,1,89,shipped,,pearl.patel@example.com,-40777
ORD-100177,dtc,SWAN-XL,1,89,shipped,,margaret.osei@example.com,-40452
ORD-100178,dtc,SWAN-XL,1,89,shipped,,tina.osei@example.com,-41210
ORD-100179,dtc,KRAK-01,1,129,shipped,,ximena.garcia@example.com,-40869
ORD-100180,dtc,SWAN-XL,1,89,shipped,,omar.brzezinski@example.com,-41121
ORD-100181,dtc,PIZZ-XL,1,49,shipped,,margaret.adams@example.com,-40576
ORD-100182,dtc,DONUT-2,1,59,shipped,,curtis.martinez@example.com,-40399
ORD-100183,dtc,SWAN-XL,1,89,shipped,,ingrid.sanchez@example.com,-41180
ORD-100184,dtc,UNIC-01,1,79,shipped,,ernesto.nowak@example.com,-40786
ORD-100185,dtc,KIT-HEL,1,34,shipped,,luis.wright@example.com,-40672
ORD-100186,dtc,UNIC-01,1,79,shipped,,otis.hill@example.com,-40687
ORD-100187,dtc,KIT-HEL,1,34,shipped,,mabel.scott@example.com,-41304
ORD-100188,dtc,KIT-HEL,1,34,shipped,,priya.white@example.com,-40967
ORD-100189,dtc,DONUT-2,4,236,shipped,,mo.garcia@example.com,-41080
ORD-100190,dtc,UNIC-01,1,79,shipped,,tomasz.hernandez@example.com,-41192
ORD-100191,dtc,SWAN-XL,1,89,shipped,,yuki.johnson@example.com,-40889
ORD-100192,dtc,PIZZ-XL,1,49,shipped,,ximena.flores@example.com,-40974
ORD-100193,dtc,SWAN-XL,1,89,shipped,,tomasz.thompson@example.com,-40884
ORD-100194,dtc,KRAK-01,3,387,shipped,,umar.sanchez@example.com,-40785
ORD-100195,dtc,SWAN-XL,1,89,shipped,,carlos.jackson@example.com,-41271
ORD-100196,dtc,KRAK-01,1,129,shipped,,curtis.martin@example.com,-40900
ORD-100197,dtc,KRAK-01,1,129,shipped,,quinn.smith@example.com,-40613
ORD-100198,dtc,SWAN-XL,1,89,shipped,,ximena.alsayed@example.com,-40998
ORD-100199,dtc,SWAN-XL,1,89,shipped,,linda.moore@example.com,-40818
ORD-100200,dtc,PIZZ-XL,1,49,shipped,,quinn.green@example.com,-40471
ORD-100201,dtc,PIZZ-XL,1,49,shipped,,stan.white@example.com,-40522
ORD-100202,dtc,UNIC-01,1,79,shipped,,arthur.womack@example.com,-40471
ORD-100203,dtc,UNIC-01,1,79,shipped,,umar.patel@example.com,-40890
ORD-100204,dtc,PIZZ-XL,4,196,shipped,,hannah.brzezinski@example.com,-40498
ORD-100205,dtc,PIZZ-XL,1,49,shipped,,vera.green@example.com,-40624
ORD-100206,dtc,SWAN-XL,1,89,shipped,,luis.davis@example.com,-40530
ORD-100207,dtc,SWAN-XL,1,89,shipped,,ernesto.adams@example.com,-41258
ORD-100208,dtc,SWAN-XL,2,178,shipped,,zoe.white@example.com,-40936
ORD-100209,dtc,SWAN-XL,1,89,shipped,,lamar.lee@example.com,-41089
ORD-100210,dtc,PIZZ-XL,1,49,shipped,,dolores.robinson@example.com,-40630
ORD-100211,dtc,PIZZ-XL,1,49,shipped,,jamal.green@example.com,-41192
ORD-100212,dtc,DONUT-2,1,59,shipped,,harriet.lopez@example.com,-40558
ORD-100213,dtc,UNIC-01,1,79,shipped,,chen.martinez@example.com,-40911
ORD-100214,dtc,DONUT-2,1,59,shipped,,omar.torres@example.com,-40395
ORD-100215,dtc,SWAN-XL,2,178,shipped,,bob.green@example.com,-40764
ORD-100216,dtc,DONUT-2,1,59,shipped,,carlos.flores@example.com,-41325
ORD-100217,dtc,SWAN-XL,1,89,shipped,,ernesto.ramirez@example.com,-41155
ORD-100218,dtc,UNIC-01,2,158,shipped,,ray.garcia@example.com,-40627
ORD-100219,dtc,UNIC-01,1,79,shipped,,jamal.hill@example.com,-40417
ORD-100220,dtc,SWAN-XL,1,89,shipped,,quinn.martin@example.com,-41323
ORD-100221,dtc,UNIC-01,1,79,shipped,,aisha.lee@example.com,-40765
ORD-100222,dtc,SWAN-XL,1,89,shipped,,ernesto.davis@example.com,-40590
ORD-100223,dtc,KRAK-01,1,129,shipped,,wes.moore@example.com,-40644
ORD-100224,dtc,SWAN-XL,3,267,shipped,,umar.miller@example.com,-40837
ORD-100225,dtc,DONUT-2,1,59,shipped,,flo.green@example.com,-41153
ORD-100226,dtc,KRAK-01,1,129,shipped,,jamal.nguyen@example.com,-41270
ORD-100227,dtc,UNIC-01,1,79,shipped,,ximena.thomas@example.com,-40848
ORD-100228,dtc,KRAK-01,2,258,shipped,,tina.jackson@example.com,-40726
ORD-100229,dtc,SWAN-XL,4,356,shipped,,nellie.scott@example.com,-40856
ORD-100230,dtc,PIZZ-XL,2,98,shipped,,priya.kowalczyk@example.com,-40747
ORD-100231,dtc,SWAN-XL,1,89,shipped,,lamar.lewis@example.com,-41331
ORD-100232,dtc,SWAN-XL,1,89,shipped,,stan.kim@example.com,-40518
ORD-100233,dtc,KRAK-01,1,129,shipped,,paloma.tanaka@example.com,-40387
ORD-100234,dtc,PIZZ-XL,1,49,shipped,,greg.lopez@example.com,-40687
ORD-100235,dtc,PIZZ-XL,1,49,shipped,,fatima.smith@example.com,-40458
ORD-100236,dtc,UNIC-01,1,79,shipped,,arthur.moore@example.com,-40693
ORD-100237,dtc,UNIC-01,1,79,shipped,,aisha.scott@example.com,-40902
ORD-100238,dtc,SWAN-XL,1,89,shipped,,omar.kim@example.com,-41193
ORD-100239,dtc,UNIC-01,1,79,shipped,,linda.moore@example.com,-39665
ORD-100240,dtc,PIZZ-XL,1,49,shipped,,gus.womack@example.com,-39485
ORD-100241,dtc,PIZZ-XL,1,49,shipped,,ingrid.nowak@example.com,-39240
ORD-100242,dtc,KRAK-01,1,129,shipped,,tina.garcia@example.com,-39039
ORD-100243,dtc,PIZZ-XL,1,49,shipped,,tomasz.davis@example.com,-39223
ORD-100244,dtc,SWAN-XL,1,89,shipped,,luis.garcia@example.com,-39098
ORD-100245,dtc,SWAN-XL,1,89,shipped,,bob.womack@example.com,-39532
ORD-100246,dtc,PIZZ-XL,1,49,shipped,,otis.scott@example.com,-39444
ORD-100247,dtc,DONUT-2,3,177,shipped,,yuki.scott@example.com,-39459
ORD-100248,dtc,KIT-HEL,1,34,shipped,,priya.tanaka@example.com,-39148
ORD-100249,dtc,PIZZ-XL,1,49,shipped,,mabel.flores@example.com,-39564
ORD-100250,dtc,UNIC-01,1,79,shipped,,vera.nguyen@example.com,-39309
ORD-100251,dtc,KIT-HEL,1,34,shipped,,lamar.womack@example.com,-39078
ORD-100252,dtc,KRAK-01,1,129,shipped,,keiko.brown@example.com,-39032
ORD-100253,dtc,SWAN-XL,1,89,shipped,,flo.walker@example.com,-39284
ORD-100254,dtc,SWAN-XL,1,89,shipped,,ray.womack@example.com,-38980
ORD-100255,dtc,KRAK-01,3,387,shipped,,nadia.garcia@example.com,-39237
ORD-100256,dtc,DONUT-2,1,59,shipped,,luis.alsayed@example.com,-38952
ORD-100257,dtc,SWAN-XL,1,89,shipped,,paloma.green@example.com,-39698
ORD-100258,dtc,UNIC-01,4,316,shipped,,greg.lewis@example.com,-39616
ORD-100259,dtc,PIZZ-XL,1,49,shipped,,priya.white@example.com,-39204
ORD-100260,dtc,SWAN-XL,1,89,shipped,,wes.anderson@example.com,-39318
ORD-100261,dtc,PIZZ-XL,1,49,shipped,,nadia.flores@example.com,-39038
ORD-100262,dtc,SWAN-XL,1,89,shipped,,kitty.wilson@example.com,-39499
ORD-100263,dtc,DONUT-2,1,59,shipped,,dolores.baker@example.com,-39004
ORD-100264,dtc,PIZZ-XL,1,49,shipped,,bettye.anderson@example.com,-39088
ORD-100265,dtc,KIT-HEL,1,34,shipped,,margaret.okaforreyes@example.com,-39690
ORD-100266,dtc,KRAK-01,1,129,shipped,,vera.robinson@example.com,-39181
ORD-100267,dtc,UNIC-01,1,79,shipped,,wes.garcia@example.com,-39107
ORD-100268,dtc,SWAN-XL,1,89,shipped,,hannah.nowak@example.com,-39305
ORD-100269,dtc,KIT-HEL,1,34,shipped,,pearl.davis@example.com,-39505
ORD-100270,dtc,SWAN-XL,1,89,shipped,,otis.king@example.com,-39317
ORD-100271,dtc,PIZZ-XL,4,196,shipped,,fatima.walker@example.com,-39208
ORD-100272,dtc,SWAN-XL,1,89,shipped,,greg.tanaka@example.com,-39659
ORD-100273,dtc,DONUT-2,1,59,shipped,,chen.king@example.com,-39110
ORD-100274,dtc,KRAK-01,1,129,shipped,,flo.kowalczyk@example.com,-39522
ORD-100275,dtc,SWAN-XL,3,267,shipped,,luis.johnson@example.com,-39241
ORD-100276,dtc,DONUT-2,1,59,shipped,,otis.smith@example.com,-39351
ORD-100277,dtc,SWAN-XL,1,89,shipped,,mo.perez@example.com,-39462
ORD-100278,dtc,UNIC-01,1,79,shipped,,gus.hill@example.com,-39150
ORD-100279,dtc,UNIC-01,1,79,shipped,,deshawn.moore@example.com,-39279
ORD-100280,dtc,PIZZ-XL,1,49,shipped,,keiko.tanaka@example.com,-39318
ORD-100281,dtc,SWAN-XL,1,89,shipped,,curtis.allen@example.com,-39188
ORD-100282,dtc,KRAK-01,1,129,shipped,,kitty.white@example.com,-39406
ORD-100283,dtc,DONUT-2,1,59,shipped,,mo.thomas@example.com,-39325
ORD-100284,dtc,KIT-HEL,1,34,shipped,,mabel.clark@example.com,-39434
ORD-100285,dtc,PIZZ-XL,1,49,shipped,,mabel.walker@example.com,-39878
ORD-100286,dtc,SWAN-XL,1,89,shipped,,bob.king@example.com,-39174
ORD-100287,dtc,SWAN-XL,1,89,shipped,,dolores.brown@example.com,-39113
ORD-100288,dtc,KIT-HEL,1,34,shipped,,umar.nowak@example.com,-39060
ORD-100289,dtc,DONUT-2,1,59,shipped,,luis.garcia@example.com,-39239
ORD-100290,dtc,SWAN-XL,1,89,shipped,,jerome.womack@example.com,-39884
ORD-100291,dtc,DONUT-2,2,118,shipped,,wes.ramirez@example.com,-39556
ORD-100292,dtc,DONUT-2,4,236,shipped,,bettye.adams@example.com,-39541
ORD-100293,dtc,SWAN-XL,1,89,shipped,,fatima.harris@example.com,-39199
ORD-100294,dtc,KIT-HEL,1,34,shipped,,nadia.walker@example.com,-39658
ORD-100295,dtc,SWAN-XL,1,89,shipped,,curtis.patel@example.com,-39023
ORD-100296,dtc,PIZZ-XL,1,49,shipped,,bettye.flores@example.com,-39119
ORD-100297,dtc,SWAN-XL,1,89,shipped,,lamar.wilson@example.com,-39226
ORD-100298,dtc,KIT-HEL,1,34,shipped,,luis.thompson@example.com,-39038
ORD-100299,dtc,PIZZ-XL,1,49,shipped,,gus.jackson@example.com,-39749
ORD-100300,dtc,KRAK-01,1,129,shipped,,harriet.clark@example.com,-39375
ORD-100301,dtc,SWAN-XL,1,89,shipped,,bettye.anderson@example.com,-39565
ORD-100302,dtc,SWAN-XL,1,89,shipped,,paloma.patel@example.com,-39332
ORD-100303,dtc,KIT-HEL,1,34,shipped,,fatima.lewis@example.com,-39284
ORD-100304,dtc,KRAK-01,1,129,shipped,,umar.okaforreyes@example.com,-39389
ORD-100305,dtc,KRAK-01,1,129,shipped,,ray.king@example.com,-39604
ORD-100306,dtc,KIT-HEL,1,34,shipped,,omar.wilson@example.com,-39867
ORD-100307,dtc,KIT-HEL,2,68,shipped,,bob.okaforreyes@example.com,-39815
ORD-100308,dtc,DONUT-2,1,59,shipped,,ray.perez@example.com,-39068
ORD-100309,dtc,UNIC-01,1,79,shipped,,luis.johnson@example.com,-39834
ORD-100310,dtc,KIT-HEL,1,34,shipped,,curtis.brown@example.com,-39692
ORD-100311,dtc,KRAK-01,4,516,shipped,,otis.tanaka@example.com,-39784
ORD-100312,dtc,SWAN-XL,1,89,shipped,,ernesto.garcia@example.com,-39074
ORD-100313,dtc,DONUT-2,1,59,shipped,,paloma.harris@example.com,-39086
ORD-100314,dtc,DONUT-2,1,59,shipped,,nellie.miller@example.com,-38949
ORD-100315,dtc,SWAN-XL,1,89,shipped,,paloma.anderson@example.com,-39650
ORD-100316,dtc,SWAN-XL,1,89,shipped,,mo.womack@example.com,-38954
ORD-100317,dtc,SWAN-XL,1,89,shipped,,mo.miller@example.com,-38986
ORD-100318,dtc,UNIC-01,1,79,shipped,,linda.smith@example.com,-39798
ORD-100319,dtc,UNIC-01,1,79,shipped,,wes.ramirez@example.com,-39412
ORD-100320,dtc,SWAN-XL,1,89,shipped,,greg.adams@example.com,-39272
ORD-100321,dtc,SWAN-XL,1,89,shipped,,kitty.harris@example.com,-39145
ORD-100322,dtc,DONUT-2,1,59,shipped,,ernesto.adams@example.com,-39861
