id,channel,sku_id,qty,amount_usd,status,promo_code,customer_email,placed_at
ORD-230039,dtc,UNIC-01,1,47.4,backordered,FLOAT40,zoe.osei986@example.com,4986
ORD-230040,dtc,DONUT-2,1,35.4,backordered,FLOAT40,tina.scott383@example.com,4989
ORD-230041,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,ivan.perez983@example.com,4999
ORD-230042,dtc,KRAK-01,1,77.4,backordered,FLOAT40,mo.okaforreyes705@example.com,4992
ORD-230043,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,deshawn.walker99@example.com,4986
ORD-230044,dtc,SWAN-XL,3,160.2,backordered,FLOAT40,fatima.robinson250@example.com,4983
ORD-230045,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,mabel.davis946@example.com,4994
ORD-230046,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,stan.osei217@example.com,4993
ORD-230047,dtc,UNIC-01,1,47.4,backordered,FLOAT40,lamar.adams259@example.com,4998
ORD-230048,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,ray.green986@example.com,4995
ORD-230049,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,jamal.martin420@example.com,4980
ORD-230050,dtc,PIZZ-XL,1,29.4,backordered,FLOAT40,zoe.sanchez219@example.com,4997
ORD-230051,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,tomasz.walker392@example.com,4998
ORD-230052,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,bettye.brown747@example.com,4981
ORD-230053,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,yuki.allen712@example.com,4984
ORD-230054,dtc,UNIC-01,1,47.4,backordered,FLOAT40,aisha.martinez194@example.com,4998
ORD-230055,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,ray.lee180@example.com,4982
ORD-230056,dtc,KIT-HEL,1,20.4,backordered,FLOAT40,quinn.martin685@example.com,5000
ORD-230057,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,nadia.garcia139@example.com,4989
ORD-230058,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,yosef.hernandez345@example.com,4989
ORD-230059,dtc,SWAN-XL,2,106.8,backordered,FLOAT40,ray.green726@example.com,4997
ORD-230060,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,keiko.thomas142@example.com,4984
ORD-230061,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,harriet.wilson479@example.com,4983
ORD-230062,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,stan.torres400@example.com,4999
ORD-230063,dtc,SWAN-XL,3,160.2,backordered,FLOAT40,nellie.lee802@example.com,4995
ORD-230064,dtc,KRAK-01,1,77.4,backordered,FLOAT40,linda.kowalczyk784@example.com,4990
ORD-230065,dtc,SWAN-XL,2,106.8,backordered,FLOAT40,nellie.anderson548@example.com,4991
ORD-230066,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,fatima.smith38@example.com,4984
ORD-230067,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,ray.martinez925@example.com,4996
ORD-230068,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,lamar.harris647@example.com,4997
ORD-230069,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,bob.flores289@example.com,4985
ORD-230070,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,fatima.brzezinski518@example.com,4984
ORD-230071,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,paloma.okaforreyes859@example.com,4996
ORD-230072,dtc,PIZZ-XL,1,29.4,backordered,FLOAT40,nellie.baker338@example.com,4980
ORD-230073,dtc,SWAN-XL,3,160.2,backordered,FLOAT40,luis.hernandez894@example.com,4998
ORD-230074,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,luis.lopez806@example.com,4989
ORD-230075,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,keiko.king23@example.com,4996
ORD-230076,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,bettye.clark770@example.com,5000
ORD-230077,dtc,SWAN-XL,3,160.2,backordered,FLOAT40,ingrid.lee161@example.com,4987
ORD-230078,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,arthur.flores560@example.com,4984
ORD-230079,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,carlos.flores923@example.com,4986
ORD-230080,dtc,KRAK-01,1,77.4,backordered,FLOAT40,mabel.anderson143@example.com,4998
ORD-230081,dtc,DONUT-2,1,35.4,backordered,FLOAT40,ingrid.walker696@example.com,4987
ORD-230082,dtc,SWAN-XL,2,106.8,backordered,FLOAT40,rosa.martinez796@example.com,4987
ORD-230083,dtc,DONUT-2,3,106.2,backordered,FLOAT40,chen.womack827@example.com,5000
ORD-230084,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,paloma.johnson628@example.com,4984
ORD-230085,dtc,SWAN-XL,1,89,backordered,,margaret.garcia730@example.com,5000
ORD-230086,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,harriet.scott985@example.com,4986
ORD-230087,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,jamal.moore608@example.com,4990
ORD-230088,dtc,PIZZ-XL,1,29.4,backordered,FLOAT40,jamal.adams907@example.com,4980
ORD-230089,dtc,SWAN-XL,3,160.2,backordered,FLOAT40,arthur.green559@example.com,4989
ORD-230090,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,otis.garcia519@example.com,4991
ORD-230091,dtc,SWAN-XL,1,89,backordered,,bettye.martin903@example.com,4988
ORD-230092,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,chen.davis238@example.com,4998
ORD-230093,dtc,DONUT-2,1,35.4,backordered,FLOAT40,umar.smith424@example.com,4988
ORD-230094,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,nellie.perez960@example.com,4987
ORD-230095,dtc,PIZZ-XL,1,29.4,backordered,FLOAT40,bettye.womack136@example.com,4986
ORD-230096,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,fatima.sanchez806@example.com,4991
ORD-230097,dtc,KRAK-01,1,129,backordered,,jamal.garcia665@example.com,5000
ORD-230098,dtc,SWAN-XL,2,106.8,backordered,FLOAT40,tina.patel847@example.com,4999
ORD-230099,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,jamal.lopez600@example.com,5000
ORD-230100,dtc,SWAN-XL,3,160.2,backordered,FLOAT40,tina.wright692@example.com,4993
ORD-230101,dtc,UNIC-01,2,94.8,backordered,FLOAT40,mabel.harris627@example.com,4987
ORD-230102,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,ernesto.moore82@example.com,5000
ORD-230103,dtc,SWAN-XL,2,178,backordered,,gus.young651@example.com,4997
ORD-230104,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,pearl.clark407@example.com,4994
ORD-230105,dtc,SWAN-XL,2,106.8,backordered,FLOAT40,omar.king314@example.com,4998
ORD-230106,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,tomasz.johnson477@example.com,4991
ORD-230107,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,lamar.lee655@example.com,4994
ORD-230108,dtc,KIT-HEL,1,20.4,backordered,FLOAT40,rosa.alsayed567@example.com,4997
ORD-230109,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,paloma.adams321@example.com,4999
ORD-230110,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,mo.wilson110@example.com,4988
ORD-230111,dtc,SWAN-XL,2,106.8,backordered,FLOAT40,hannah.garcia323@example.com,4989
ORD-230112,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,quinn.ramirez318@example.com,4998
ORD-230113,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,quinn.clark899@example.com,4996
ORD-230114,dtc,UNIC-01,1,47.4,backordered,FLOAT40,zoe.lopez109@example.com,4980
ORD-230115,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,mo.kim235@example.com,4995
ORD-230116,dtc,KIT-HEL,1,20.4,backordered,FLOAT40,ximena.scott582@example.com,4984
ORD-230117,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,priya.johnson73@example.com,4999
ORD-230118,dtc,SWAN-XL,2,106.8,backordered,FLOAT40,carlos.wilson452@example.com,4998
ORD-230119,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,mo.moore900@example.com,4992
ORD-230120,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,bob.wright153@example.com,4992
ORD-230121,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,rosa.wilson68@example.com,4983
ORD-230122,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,quinn.jackson583@example.com,4981
ORD-230123,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,chen.allen959@example.com,4995
ORD-230124,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,vera.harris631@example.com,4990
ORD-230125,dtc,SWAN-XL,2,106.8,backordered,FLOAT40,greg.moore282@example.com,4988
ORD-230126,dtc,PIZZ-XL,1,29.4,backordered,FLOAT40,bob.miller96@example.com,4998
ORD-230127,dtc,UNIC-01,1,47.4,backordered,FLOAT40,ray.sanchez201@example.com,4997
ORD-230128,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,curtis.nguyen102@example.com,4983
ORD-230129,dtc,PIZZ-XL,1,29.4,backordered,FLOAT40,curtis.ramirez31@example.com,4994
ORD-230130,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,margaret.sanchez827@example.com,4997
ORD-230131,dtc,SWAN-XL,3,160.2,backordered,FLOAT40,mo.hill652@example.com,4985
ORD-230132,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,quinn.scott179@example.com,4988
ORD-230133,dtc,UNIC-01,1,47.4,backordered,FLOAT40,ingrid.kowalczyk93@example.com,4991
ORD-230134,dtc,DONUT-2,1,35.4,backordered,FLOAT40,lamar.lee853@example.com,4993
ORD-230135,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,bob.hernandez494@example.com,4986
ORD-230136,dtc,SWAN-XL,3,160.2,backordered,FLOAT40,ray.smith645@example.com,4996
ORD-230137,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,ernesto.martin31@example.com,5000
ORD-230138,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,flo.alsayed756@example.com,4999
ORD-230139,dtc,PIZZ-XL,1,29.4,backordered,FLOAT40,jamal.young851@example.com,4991
ORD-230140,dtc,DONUT-2,1,35.4,backordered,FLOAT40,margaret.lewis855@example.com,4998
ORD-230141,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,umar.martinez301@example.com,4997
ORD-230142,dtc,SWAN-XL,1,89,backordered,,margaret.johnson753@example.com,4991
ORD-230143,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,bob.baker416@example.com,4988
ORD-230144,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,arthur.young294@example.com,4998
ORD-230145,dtc,SWAN-XL,3,160.2,backordered,FLOAT40,kitty.davis60@example.com,4998
ORD-230146,dtc,SWAN-XL,1,89,backordered,,ray.davis598@example.com,4997
ORD-230147,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,pearl.brown445@example.com,4987
ORD-230148,dtc,KIT-HEL,1,20.4,backordered,FLOAT40,jamal.martin309@example.com,4992
ORD-230149,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,linda.walker470@example.com,4999
ORD-230150,dtc,SWAN-XL,3,160.2,backordered,FLOAT40,harriet.lewis728@example.com,4996
ORD-230151,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,ingrid.wright8@example.com,4994
ORD-230152,dtc,UNIC-01,1,47.4,backordered,FLOAT40,quinn.harris659@example.com,4982
ORD-230153,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,ximena.brzezinski63@example.com,4995
ORD-230154,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,tomasz.davis252@example.com,4995
ORD-230155,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,zoe.hill716@example.com,4998
ORD-230156,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,ivan.nowak336@example.com,4996
ORD-230157,dtc,SWAN-XL,1,89,backordered,,otis.smith596@example.com,4986
ORD-230158,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,curtis.lopez451@example.com,4991
ORD-230159,dtc,KRAK-01,1,77.4,backordered,FLOAT40,chen.kim899@example.com,4995
ORD-230160,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,pearl.martinez615@example.com,4982
ORD-230161,dtc,KRAK-01,1,129,backordered,,aisha.alsayed883@example.com,4995
ORD-230162,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,gus.wilson663@example.com,4992
ORD-230163,dtc,SWAN-XL,3,160.2,backordered,FLOAT40,greg.wilson587@example.com,5000
ORD-230164,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,tomasz.davis229@example.com,4999
ORD-230165,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,priya.wilson460@example.com,4986
ORD-230166,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,lamar.young763@example.com,4995
ORD-230167,dtc,SWAN-XL,2,106.8,backordered,FLOAT40,omar.brzezinski979@example.com,4986
ORD-230168,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,ernesto.allen750@example.com,4988
ORD-230169,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,aisha.young779@example.com,4982
ORD-230170,dtc,SWAN-XL,1,89,backordered,,ingrid.garcia402@example.com,4989
ORD-230171,dtc,KRAK-01,1,77.4,backordered,FLOAT40,fatima.robinson645@example.com,4996
ORD-230172,dtc,UNIC-01,1,47.4,backordered,FLOAT40,deshawn.okaforreyes700@example.com,5000
ORD-230173,dtc,KRAK-01,1,77.4,backordered,FLOAT40,deshawn.thomas75@example.com,4986
ORD-230174,dtc,SWAN-XL,1,89,backordered,,pearl.wilson282@example.com,4990
ORD-230175,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,nellie.tanaka937@example.com,4998
ORD-230176,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,zoe.brown948@example.com,4994
ORD-230177,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,ivan.baker551@example.com,4999
ORD-230178,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,flo.wilson39@example.com,4980
ORD-230179,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,ernesto.ramirez875@example.com,4996
ORD-230180,dtc,PIZZ-XL,1,29.4,backordered,FLOAT40,harriet.alsayed389@example.com,4999
ORD-230181,dtc,SWAN-XL,2,106.8,backordered,FLOAT40,mo.tanaka835@example.com,4999
ORD-230182,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,jerome.johnson245@example.com,4993
ORD-230183,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,priya.perez382@example.com,4998
ORD-230184,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,dolores.wright95@example.com,4986
ORD-230185,dtc,SWAN-XL,3,160.2,backordered,FLOAT40,priya.walker807@example.com,4998
ORD-230186,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,gus.kim720@example.com,4998
ORD-230187,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,gus.wright466@example.com,4996
ORD-230188,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,bettye.clark184@example.com,4981
ORD-230189,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,harriet.clark824@example.com,4982
ORD-230190,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,hannah.wilson220@example.com,5000
ORD-230191,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,lamar.sanchez539@example.com,4996
ORD-230192,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,tomasz.kowalczyk503@example.com,4988
ORD-230193,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,stan.young779@example.com,5000
ORD-230194,dtc,DONUT-2,1,35.4,backordered,FLOAT40,ernesto.young82@example.com,4997
ORD-230195,dtc,KIT-HEL,1,20.4,backordered,FLOAT40,linda.walker340@example.com,4998
ORD-230196,dtc,SWAN-XL,1,89,backordered,,chen.sanchez599@example.com,4982
ORD-230197,dtc,KRAK-01,1,77.4,backordered,FLOAT40,aisha.lopez960@example.com,5000
ORD-230198,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,hannah.flores652@example.com,4994
ORD-230199,dtc,PIZZ-XL,2,58.8,backordered,FLOAT40,flo.anderson595@example.com,4995
ORD-230200,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,harriet.martin173@example.com,4994
ORD-230201,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,mabel.patel14@example.com,4992
ORD-230202,dtc,SWAN-XL,3,160.2,backordered,FLOAT40,mo.ramirez70@example.com,4997
ORD-230203,dtc,SWAN-XL,2,106.8,backordered,FLOAT40,linda.miller141@example.com,4982
ORD-230204,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,rosa.white182@example.com,4993
ORD-230205,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,ingrid.martin401@example.com,4997
ORD-230206,dtc,SWAN-XL,1,89,backordered,,kitty.martin874@example.com,4993
ORD-230207,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,arthur.davis192@example.com,4992
ORD-230208,dtc,KRAK-01,1,77.4,backordered,FLOAT40,bob.green263@example.com,4983
ORD-230209,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,lamar.alsayed625@example.com,4993
ORD-230210,dtc,SWAN-XL,1,89,backordered,,fatima.sanchez626@example.com,4981
ORD-230211,dtc,SWAN-XL,3,160.2,backordered,FLOAT40,ingrid.wright298@example.com,4994
ORD-230212,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,keiko.wright473@example.com,4983
ORD-230213,dtc,SWAN-XL,1,89,backordered,,zoe.clark753@example.com,4997
ORD-230214,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,gus.nguyen482@example.com,4984
ORD-230215,dtc,PIZZ-XL,1,29.4,backordered,FLOAT40,yuki.lewis133@example.com,4987
ORD-230216,dtc,PIZZ-XL,1,29.4,backordered,FLOAT40,tina.moore691@example.com,4985
ORD-230217,dtc,SWAN-XL,3,267,backordered,,wes.torres753@example.com,5000
ORD-230218,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,arthur.lewis677@example.com,4987
ORD-230219,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,deshawn.anderson866@example.com,4993
ORD-230220,dtc,KRAK-01,1,77.4,backordered,FLOAT40,harriet.womack791@example.com,4992
ORD-230221,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,vera.torres605@example.com,4981
ORD-230222,dtc,KIT-HEL,1,34,backordered,,aisha.young765@example.com,4985
ORD-230223,dtc,SWAN-XL,1,89,backordered,,jerome.anderson20@example.com,4980
ORD-230224,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,jamal.adams312@example.com,4999
ORD-230225,dtc,KRAK-01,1,77.4,backordered,FLOAT40,otis.robinson192@example.com,4995
ORD-230226,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,umar.young729@example.com,4998
ORD-230227,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,mabel.garcia810@example.com,4991
ORD-230228,dtc,UNIC-01,1,47.4,backordered,FLOAT40,zoe.thompson211@example.com,4997
ORD-230229,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,dolores.thomas576@example.com,4992
ORD-230230,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,nellie.thomas732@example.com,4981
ORD-230231,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,ximena.thompson816@example.com,4994
ORD-230232,dtc,SWAN-XL,3,160.2,backordered,FLOAT40,tomasz.johnson234@example.com,4982
ORD-230233,dtc,SWAN-XL,1,89,backordered,,ray.ramirez830@example.com,4992
ORD-230234,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,wes.harris760@example.com,4985
ORD-230235,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,nadia.brzezinski412@example.com,4990
ORD-230236,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,curtis.adams651@example.com,4982
ORD-230237,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,lamar.lewis328@example.com,4997
ORD-230238,dtc,KIT-HEL,1,20.4,backordered,FLOAT40,linda.brown819@example.com,4993
ORD-230239,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,nadia.ramirez41@example.com,4997
ORD-230240,dtc,KIT-HEL,1,20.4,backordered,FLOAT40,gus.young851@example.com,4992
ORD-230241,dtc,KIT-HEL,1,20.4,backordered,FLOAT40,deshawn.davis137@example.com,4991
ORD-230242,dtc,DONUT-2,1,35.4,backordered,FLOAT40,linda.lee629@example.com,4991
ORD-230243,dtc,PIZZ-XL,1,29.4,backordered,FLOAT40,omar.torres756@example.com,4985
ORD-230244,dtc,SWAN-XL,1,89,backordered,,ernesto.green162@example.com,4989
ORD-230245,dtc,UNIC-01,1,47.4,backordered,FLOAT40,ivan.clark230@example.com,4999
ORD-230246,dtc,PIZZ-XL,2,58.8,backordered,FLOAT40,luis.sanchez764@example.com,4997
ORD-230247,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,yuki.moore788@example.com,4998
ORD-230248,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,linda.alsayed75@example.com,4985
ORD-230249,dtc,UNIC-01,1,47.4,backordered,FLOAT40,flo.walker143@example.com,4986
ORD-230250,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,gus.ramirez194@example.com,4994
ORD-230251,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,rosa.okaforreyes19@example.com,4984
ORD-230252,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,deshawn.harris539@example.com,4982
ORD-230253,dtc,SWAN-XL,3,160.2,backordered,FLOAT40,ray.walker761@example.com,4994
ORD-230254,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,omar.harris997@example.com,4987
ORD-230255,dtc,KRAK-01,1,77.4,backordered,FLOAT40,mabel.garcia753@example.com,4984
ORD-230256,dtc,SWAN-XL,1,53.4,backordered,FLOAT40,bettye.martinez662@example.com,5000
ORD-230257,dtc,KRAK-01,2,154.8,backordered,FLOAT40,otis.smith940@example.com,4981
ORD-230258,dtc,UNIC-01,1,47.4,backordered,FLOAT40,nellie.lee865@example.com,4980
ORD-230259,dtc,SWAN-XL,2,106.8,backordered,FLOAT40,carlos.brzezinski145@example.com,4992
